City ID,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,rain.3h,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,rain.1h,snow.3h,snow.1h
191,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138324,7200,912764,Kasama,200,31.18,-10.21,68.9,73.67,68.9,68.9,1017,87,0.81,53.0,0.19,100,,,ZM,1581134085,1581179051,1017.0,866.0,,,,
192,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138324,39600,2126123,Chokurdakh,200,147.92,70.63,-35.43,-43.69,-35.43,-35.43,1033,97,2.15,169.0,,7,,,RU,1581118247,1581138851,1033.0,1031.0,,,,
193,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581138324,46800,4032420,Neiafu,200,-173.98,-18.65,84.2,88.75,84.2,84.2,1008,74,10.29,90.0,,20,1.0,7292.0,TO,1581182744,1581228873,,,,,,
194,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,9000.0,1581138324,12600,124291,Mehran,200,46.16,33.12,42.8,35.58,42.8,42.8,1016,70,6.93,110.0,,20,1.0,7458.0,IR,1581133573,1581172372,,,,,,
195,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581138324,39600,2109528,Buala,200,159.59,-8.14,83.44,87.28,83.44,83.44,1003,79,12.86,263.0,4.31,88,,,SB,1581103401,1581148095,1003.0,994.0,,,,
196,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,8000.0,1581138324,10800,105298,Jizan,200,42.67,17.33,77.0,82.98,77.0,77.0,1015,83,4.25,273.0,,40,1.0,7407.0,SA,1581133160,1581174460,,,,,,
197,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581138140,10800,64013,Bosaso,200,49.18,11.28,75.2,74.61,75.2,75.2,1017,78,12.75,60.0,,20,1.0,2495.0,SO,1581131183,1581173313,,,,,,
198,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138236,-10800,3835869,Santiago del Estero,200,-64.26,-27.8,74.17,78.66,74.17,74.17,1011,88,5.93,197.0,1.88,17,,,AR,1581155675,1581203274,1011.0,977.0,,,,
199,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138325,-10800,3466980,Caravelas,200,-39.25,-17.71,79.47,84.42,79.47,79.47,1012,75,5.53,8.0,0.44,100,,,BR,1581150466,1581196478,1012.0,1012.0,,,,
200,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138325,-36000,4034551,Faanui,200,-151.75,-16.48,82.11,81.07,82.11,82.11,1013,81,20.96,92.0,,100,,,PF,1581091136,1581137003,1013.0,1012.0,,,,
201,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,,1581138075,46800,2191562,Dunedin,200,170.5,-45.87,55.99,53.46,55.99,55.99,1003,70,3.0,270.0,,77,3.0,2031989.0,NZ,1581097286,1581148973,,,7.0,0.25,,
202,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138325,25200,1649150,Bengkulu,200,102.27,-3.8,74.08,79.52,74.08,74.08,1012,93,5.68,334.0,2.31,100,,,ID,1581117450,1581161562,1012.0,994.0,,,,
203,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581138325,-36000,4033557,Tautira,200,-149.15,-17.73,86.0,87.08,86.0,86.0,1013,51,8.05,100.0,,75,1.0,7318.0,PF,1581090419,1581136471,,,,,,
204,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138326,10800,53372,Oodweyne,200,45.06,9.41,78.17,63.84,78.17,78.17,1019,19,19.24,40.0,,0,,,SO,1581132046,1581174427,1019.0,890.0,,,,
205,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,,1581138184,-10800,3424607,Tasiilaq,200,-37.64,65.61,35.6,8.19,35.6,35.6,949,74,41.38,60.0,,100,1.0,81.0,GL,1581159656,1581186515,,,70.24,,,
206,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,24140.0,1581138154,-28800,6180550,Whitehorse,200,-135.05,60.72,16.86,8.02,14.0,17.6,1007,85,5.82,180.0,,90,1.0,983.0,CA,1581095019,1581125103,,,,,,
207,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581138326,19800,1274899,Chakia,200,85.05,26.42,70.52,64.99,70.52,70.52,1021,33,5.86,285.0,,30,,,IN,1581123672,1581163605,1021.0,1013.0,,,,
208,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138326,32400,1863997,Fukuecho,200,128.84,32.69,46.4,34.65,46.4,46.4,1023,61,14.99,350.0,,75,1.0,7986.0,JP,1581113702,1581152555,,,,,,
209,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138326,-18000,3697838,Contamana,200,-75.02,-7.33,71.92,78.76,71.92,71.92,1011,95,1.79,2.0,,54,,,PE,1581159772,1581204342,1011.0,994.0,,,,
210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138327,3600,780687,Berlevag,200,29.09,70.86,38.62,21.18,38.62,38.62,997,92,25.9,242.0,0.81,100,,,NO,1581146848,1581167291,997.0,996.0,,,,
211,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138327,-14400,3460355,Jaciara,200,-54.97,-15.97,70.93,76.89,70.93,70.93,1008,95,2.46,349.0,,66,,,BR,1581154366,1581200124,1008.0,963.0,,,,
212,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,,1581138327,39600,2171069,Colac,200,143.58,-38.33,70.99,74.62,61.0,78.01,1021,78,1.99,191.0,,10,3.0,2007878.0,AU,1581104726,1581154456,,,11.01,,,
213,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,,1581138327,36000,2122850,Nikolayevsk-on-Amure,200,140.73,53.14,-7.67,-17.16,-7.67,-7.67,1026,91,5.06,309.0,,100,,,RU,1581113437,1581147113,1026.0,996.0,,,0.12,
214,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,24140.0,1581138327,-21600,6165406,Thompson,200,-97.86,55.74,-0.4,-8.75,-0.4,-0.4,1009,84,3.36,300.0,,90,1.0,935.0,CA,1581084856,1581117414,,,,,,
215,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138327,21600,1519395,Serebryansk,200,83.29,49.69,39.2,28.35,39.2,39.2,1019,55,11.18,190.0,,75,1.0,8831.0,KZ,1581126619,1581161503,,,,,,
216,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,24140.0,1581138328,-36000,5849996,Lahaina,200,-156.68,20.88,67.37,61.34,63.0,71.6,1008,56,11.41,280.0,,20,1.0,7851.0,US,1581094872,1581135633,,,,,,
217,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581138328,36000,2167426,Emerald,200,148.17,-23.53,91.71,97.75,91.4,91.99,1005,55,5.82,250.0,,40,1.0,9524.0,AU,1581105021,1581151957,,,,,,
218,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,8000.0,1581138328,3600,2240449,Luanda,200,13.23,-8.84,75.2,80.91,75.2,75.2,1010,88,4.7,70.0,,40,1.0,2173.0,AO,1581138487,1581183265,,,,,,
219,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138328,3600,2318123,Yenagoa,200,6.26,4.92,73.06,80.42,73.06,73.06,1012,95,1.88,327.0,,0,,,NG,1581141063,1581184035,1012.0,1010.0,,,,
220,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138328,25200,1631393,Prabumulih,200,104.25,-3.45,79.07,84.83,79.07,79.07,1011,82,6.22,293.0,,99,,,ID,1581116997,1581161063,1011.0,1008.0,,,,
221,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,4000.0,1581138328,7200,1006984,East London,200,27.91,-33.02,69.8,76.08,69.8,69.8,1013,100,2.24,,,90,1.0,1912.0,ZA,1581133064,1581181641,,,,,,
222,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581138328,32400,1651810,Airai,200,125.41,-8.93,77.07,84.07,77.07,77.07,1008,83,2.48,235.0,6.06,94,,,TL,1581111552,1581156351,1008.0,903.0,,,,
223,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,8000.0,1581138329,0,2738381,Lata,200,-8.33,40.16,51.8,47.3,48.99,54.0,1022,93,8.05,130.0,,75,1.0,6896.0,PT,1581147344,1581184757,,,,,,
224,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138329,19800,1264976,Leh,200,77.58,34.17,-3.77,-11.81,-3.77,-3.77,1049,51,2.17,134.0,,0,,,IN,1581126134,1581164729,1049.0,605.0,,,,
225,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,10000.0,1581138329,14400,933995,Souillac,200,57.52,-20.52,80.8,84.34,80.6,81.0,1015,69,6.93,150.0,,40,1.0,2061.0,MU,1581127023,1581173470,,,,,,
226,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138046,-14400,3453150,Ponta Pora,200,-55.73,-22.54,68.99,72.9,68.99,68.99,1008,95,4.45,100.0,,0,,,BR,1581154058,1581200797,1008.0,946.0,,,,
227,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138329,10800,100926,Umm Lajj,200,37.27,25.02,61.39,51.69,61.39,61.39,1020,48,13.82,358.0,,3,,,SA,1581135024,1581175188,1020.0,983.0,,,,
228,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138329,43200,2126710,Beringovskiy,200,179.32,63.05,-22.97,-39.71,-22.97,-22.97,1023,84,17.36,339.0,,0,,,RU,1581106700,1581135325,1023.0,1023.0,,,,
229,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581138329,10800,547681,Kletnya,200,33.22,53.39,8.6,-1.26,8.6,8.6,1021,84,6.71,340.0,,88,1.0,9019.0,RU,1581139252,1581172904,,,,,,
230,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138330,25200,1649593,Baturaja,200,104.17,-4.13,84.04,85.75,84.04,84.04,1011,61,9.73,317.0,,99,,,ID,1581116972,1581161127,1011.0,992.0,,,,
231,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138330,10800,495575,Shatalovo,200,32.45,54.33,18.84,10.62,18.84,18.84,1024,80,4.79,259.0,,98,,,RU,1581139616,1581172910,1024.0,997.0,,,,
232,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,6437.0,1581138288,-28800,5380437,Pacific Grove,200,-121.92,36.62,49.51,45.9,45.0,53.01,1020,87,4.7,20.0,,40,1.0,5885.0,US,1581087876,1581125944,,,,,,
233,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138330,28800,1651103,Atambua,200,124.89,-9.11,82.47,89.13,82.47,82.47,1008,73,4.45,294.0,,66,,,ID,1581111665,1581156488,1008.0,974.0,,,,
234,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138330,-10800,3457819,Marataizes,200,-40.82,-21.04,69.87,75.31,69.87,69.87,1014,96,2.73,329.0,,4,,,BR,1581150594,1581197103,1014.0,1007.0,,,,
235,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138330,18000,162158,Baharly,200,57.43,38.44,74.64,64.99,74.64,74.64,1006,16,9.26,206.0,,0,,,TM,1581131389,1581169146,1006.0,992.0,,,,
236,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,24140.0,1581138331,-28800,6111862,Port Hardy,200,-127.42,50.7,39.2,34.59,39.2,39.2,1003,93,3.36,240.0,,75,1.0,1011.0,CA,1581090992,1581125468,,,,,,
237,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138331,-18000,3939168,Huarmey,200,-78.15,-10.07,71.6,74.26,71.6,71.6,1015,73,2.77,247.0,,93,,,PE,1581160340,1581205277,1015.0,959.0,,,,
238,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138331,3600,777019,Vardo,200,31.11,70.37,36.3,24.13,36.3,36.3,999,85,15.32,213.0,,100,,,NO,1581145966,1581167204,999.0,996.0,,,,
239,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138331,-25200,5887916,Athabasca,200,-113.29,54.72,15.33,8.74,15.33,15.33,1010,88,1.72,196.0,,72,,,CA,1581088341,1581121336,1010.0,928.0,,,,
240,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138331,3600,2487130,Sidi Ali,200,0.42,36.1,51.71,50.9,51.71,51.71,1025,94,1.59,204.0,,100,,,DZ,1581144825,1581183076,1025.0,1003.0,,,,
241,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581138331,36000,2094342,Kavieng,200,150.8,-2.57,80.69,80.58,80.69,80.69,1007,85,19.35,278.0,3.44,95,,,PG,1581105882,1581149833,1007.0,1007.0,,,,
242,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581138332,28800,1819729,Hong Kong,200,114.16,22.29,64.53,62.4,62.01,66.99,1024,68,5.82,40.0,,40,1.0,9154.0,HK,1581116368,1581156935,,,,,,
243,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",stations,3300.0,1581137951,39600,2147714,Sydney,200,151.21,-33.87,68.85,69.48,66.0,72.0,1016,100,11.41,150.0,,90,1.0,9599.0,AU,1581103368,1581152151,,,23.04,5.91,,
244,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138333,7200,897045,Solwezi,200,26.39,-12.17,65.55,67.41,65.55,65.55,1016,95,5.41,331.0,,100,,,ZM,1581135101,1581180334,1016.0,859.0,,,,
245,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138333,28800,1728675,Balabac,200,117.06,7.99,83.17,85.33,83.17,83.17,1010,75,13.94,50.0,1.63,100,,,PH,1581114674,1581157238,1010.0,1007.0,,,,
246,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581138333,-3600,3372472,Vila Franca do Campo,200,-25.43,37.72,59.0,53.28,59.0,59.0,1028,72,10.29,250.0,,20,1.0,6899.0,PT,1581151187,1581189123,,,,,,
247,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138334,-10800,3421193,Paamiut,200,-49.67,61.99,7.27,-5.3,7.27,7.27,975,69,11.07,13.0,,80,,,GL,1581161192,1581190753,975.0,962.0,,,,
248,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000.0,1581138334,32400,2027296,Aykhal,200,111.5,66.0,5.0,-2.42,5.0,5.0,999,92,2.24,,,100,1.0,8846.0,RU,1581124126,1581150455,,,,,0.5,
249,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138334,18000,482761,Tirlyanskiy,200,58.58,54.21,10.92,3.04,10.92,10.92,1004,96,3.74,255.0,,88,,,RU,1581133330,1581166653,1004.0,918.0,,,,
250,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138335,28800,1529376,Korla,200,86.15,41.76,28.54,19.62,28.54,28.54,1034,39,5.23,227.0,,0,,,CN,1581124867,1581161882,1034.0,815.0,,,,
251,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581138335,7200,986717,Kruisfontein,200,24.73,-34.0,69.12,73.08,69.12,69.12,1015,83,1.39,228.0,,41,,,ZA,1581133731,1581182501,1015.0,984.0,,,,
252,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138335,18000,1163054,Turbat,200,63.04,26.0,71.58,66.42,71.58,71.58,1023,23,2.77,104.0,,0,,,PK,1581128919,1581168923,1023.0,995.0,,,,
253,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138335,-14400,3625710,Upata,200,-62.4,8.01,66.02,69.4,66.02,66.02,1015,95,3.02,59.0,,0,,,VE,1581157742,1581200314,1015.0,973.0,,,,
254,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581138336,-10800,3899695,Ancud,200,-73.82,-41.87,48.2,43.65,48.2,48.2,1024,87,5.82,210.0,,0,1.0,8512.0,CL,1581156525,1581207013,,,,,,
255,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,16093.0,1581138336,-32400,5554072,Juneau,200,-134.42,58.3,32.76,28.13,30.2,35.01,1015,96,1.79,251.0,,90,1.0,7729.0,US,1581094210,1581125609,,,,,,
256,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138336,0,2409914,Bonthe,200,-12.51,7.53,74.19,80.49,74.19,74.19,1012,92,3.96,24.0,,0,,,SL,1581145738,1581188370,1012.0,1011.0,,,,
257,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581138336,-10800,3897774,Buin,200,-70.75,-33.73,70.74,64.65,70.0,71.6,1015,33,6.93,150.0,,0,1.0,8486.0,CL,1581156689,1581205375,,,,,,
258,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138336,19800,1244926,Hambantota,200,81.12,6.12,84.2,87.37,84.2,84.2,1015,74,12.75,40.0,,75,1.0,9124.0,LK,1581123176,1581165988,,,,,,
259,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138336,36000,2028164,Deputatsky,200,139.9,69.3,-43.11,-51.29,-43.11,-43.11,1027,100,1.9,87.0,,89,,,RU,1581119167,1581141781,1027.0,967.0,,,,
260,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138337,21600,1521230,Makinsk,200,70.42,52.63,33.91,20.03,33.91,33.91,1000,99,18.72,236.0,,100,,,KZ,1581130197,1581164103,1000.0,952.0,,,,
261,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,8000.0,1581138267,-10800,3832791,Villa Carlos Paz,200,-64.5,-31.42,69.24,75.24,64.99,72.0,1018,100,2.24,,,75,1.0,8226.0,AR,1581155409,1581203655,,,,,,
262,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138337,0,2297810,Mumford,200,-0.76,5.26,72.88,79.32,72.88,72.88,1012,96,3.65,319.0,,0,,,GH,1581142770,1581185698,1012.0,1001.0,,,,
263,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,,1581138337,0,2655707,Bideford,200,-4.2,51.02,43.39,33.64,39.99,46.99,1013,84,13.0,234.0,,100,3.0,2005965.0,GB,1581147806,1581182313,,,23.0,,,
264,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138337,-18000,3699980,Yaviza,200,-77.69,8.15,69.51,74.46,69.51,69.51,1012,95,3.04,324.0,,71,,,PA,1581161420,1581203975,1012.0,983.0,,,,
265,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1581138337,0,2618795,Klaksvik,200,-6.59,62.23,41.0,32.18,41.0,41.0,980,93,11.41,250.0,,100,1.0,1596.0,FO,1581150951,1581180316,,,23.04,,,
266,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1581138338,-36000,4035715,Avarua,200,-159.78,-21.21,80.6,83.1,80.6,80.6,1011,83,13.87,50.0,1.0,13,1.0,7271.0,CK,1581092707,1581139286,,,,,,
267,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581138338,10800,921900,Dzaoudzi,200,45.27,-12.79,82.4,93.0,82.4,82.4,1014,88,3.36,,,0,1.0,2131.0,YT,1581130525,1581175847,,,,,,
268,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581138338,28800,1735106,George Town,200,100.34,5.41,89.38,91.13,89.01,89.6,1013,46,6.93,70.0,,20,1.0,9438.0,MY,1581118516,1581161421,,,,,,
269,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138338,28800,2032201,Bulgan,200,103.53,48.81,22.35,13.12,22.35,22.35,1029,70,6.64,295.0,,66,,,MN,1581121631,1581156776,1029.0,853.0,,,,
270,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138338,18000,1540356,Raduzhny,200,77.47,62.1,3.04,-4.45,3.04,3.04,1006,95,2.26,80.0,,100,,,RU,1581130774,1581160142,1006.0,996.0,,,,
271,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138292,-25200,5546220,Saint George,200,-113.58,37.1,41.67,35.92,30.0,48.2,1021,63,3.36,160.0,,1,1.0,3373.0,US,1581085924,1581123892,,,,,,
272,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,8000.0,1581138254,0,2742416,Barcelos,200,-8.62,41.54,51.1,48.31,48.0,53.6,1023,93,4.7,190.0,,75,1.0,6900.0,PT,1581147569,1581184672,,,,,,
273,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1581138339,39600,2108502,Honiara,200,159.95,-9.43,89.6,91.9,89.6,89.6,1001,66,16.11,270.0,,90,1.0,2.0,SB,1581103227,1581148096,,,,,,
274,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,3000.0,1581138339,7200,212730,Kisangani,200,25.2,0.52,71.6,76.48,71.6,71.6,1011,94,4.7,50.0,,95,1.0,2329.0,CD,1581136231,1581179776,,,,,,
275,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138339,39600,2152659,Port Macquarie,200,152.92,-31.43,73.33,76.21,69.8,75.2,1010,88,8.05,130.0,,75,1.0,9573.0,AU,1581103194,1581151504,,,,,,
276,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581138339,14400,6690296,Saint-Joseph,200,55.62,-21.37,78.06,73.69,70.0,82.4,1015,58,14.99,110.0,,0,1.0,2127.0,RE,1581127413,1581173991,,,,,,
277,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138339,32400,1636308,Manokwari,200,134.08,-0.87,77.05,81.73,77.05,77.05,1008,82,6.26,20.0,0.5,98,,,ID,1581110007,1581153734,1008.0,962.0,,,,
278,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,10000.0,1581138339,43200,2127202,Anadyr,200,177.48,64.75,-38.09,-51.52,-38.2,-38.0,1026,65,11.18,330.0,,17,1.0,8872.0,RU,1581107787,1581135122,,,13.42,,,
279,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138167,7200,1048364,Chokwe,200,32.98,-24.53,84.07,90.27,84.07,84.07,1015,70,5.59,22.0,2.44,68,,,MZ,1581132599,1581179673,1015.0,1011.0,,,,
280,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,1609.0,1581138340,-25200,5637146,Anaconda,200,-112.94,46.13,24.84,18.05,21.2,28.0,1009,85,3.36,20.0,,90,1.0,3509.0,US,1581086833,1581122676,,,,,,
281,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581138340,3600,3051001,Jak,200,16.58,47.14,30.2,24.24,23.0,33.8,1031,74,2.24,,,18,1.0,6674.0,HU,1581142234,1581177910,,,,,,
282,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581138340,-10800,3386213,Touros,200,-35.46,-5.2,77.0,85.68,77.0,77.0,1012,88,1.12,320.0,,20,1.0,8452.0,BR,1581150416,1581194708,,,,,,
283,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",stations,2500.0,1581138340,10800,515805,Oktyabrskoye,200,44.74,43.06,30.13,23.77,30.0,30.2,1005,100,4.47,240.0,,90,1.0,8969.0,RU,1581134952,1581171675,,,,,,
284,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,,1581138340,7200,3361934,Saldanha,200,17.94,-33.01,57.2,56.1,57.2,57.2,1011,71,1.12,340.0,,0,1.0,1943.0,ZA,1581135459,1581184032,,,,,,
285,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581138340,7200,364933,Umm Kaddadah,200,26.69,13.6,68.5,50.2,68.5,68.5,1017,16,23.73,38.0,,24,,,SD,1581136736,1581178555,1017.0,942.0,,,,
286,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138341,-25200,5468773,Gallup,200,-108.74,35.53,37.4,29.53,37.4,37.4,1019,44,4.7,200.0,,1,1.0,4279.0,US,1581084606,1581122886,,,,,,
287,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581138341,25200,1153072,Kantang,200,99.52,7.41,87.8,87.4,87.8,87.8,1014,45,9.17,50.0,,20,1.0,9284.0,TH,1581118845,1581161486,,,23.04,,,
288,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138341,25200,1831166,Kampong Chhnang,200,104.55,12.17,89.22,87.22,89.22,89.22,1013,35,8.03,50.0,,54,,,KH,1581117956,1581159961,1013.0,1003.0,,,,
