City ID,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,rain.3h,snow.3h,rain.1h,snow.1h
253,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187642,7200,986717,Kruisfontein,200,24.73,-34.0,68.67,65.8,68.67,68.67,1013,83,13.18,81.0,10,,,ZA,1581133731,1581182501,1013.0,982.0,,,,,
254,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187410,-21600,5445298,Dodge City,200,-100.02,37.75,47.75,32.31,45.0,51.01,1017,52,20.8,190.0,1,1.0,3793.0,US,1581169079,1581207035,,,27.51,,,,
255,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187642,3600,780687,Berlevag,200,29.09,70.86,40.28,25.93,40.28,40.28,994,88,20.54,265.0,85,,,NO,1581146848,1581167291,994.0,993.0,,,,,
256,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,40233.0,1581187642,-25200,6089245,Norman Wells,200,-126.83,65.28,-5.8,-15.12,-5.8,-5.8,1015,76,4.7,110.0,40,1.0,951.0,CA,1581180869,1581208115,,,,,,,
257,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187642,3600,2729907,Longyearbyen,200,15.64,78.22,21.2,14.7,21.2,21.2,988,85,2.24,340.0,75,1.0,1663.0,SJ,0,0,,,,,,,
258,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187642,39600,2122414,Orotukan,200,151.7,62.27,-28.95,-36.27,-28.95,-28.95,1032,89,0.54,288.0,93,,,RU,1581199278,1581228813,1032.0,958.0,,,,,
259,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,,1581187642,10800,527321,Mezen,200,44.24,65.85,12.52,0.46,12.52,12.52,1006,94,11.27,187.0,100,,,RU,1581140160,1581166707,1006.0,1002.0,,,0.13,,
260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187642,-14400,3573374,The Valley,200,-63.06,18.22,81.7,78.13,80.6,82.99,1019,61,17.22,90.0,40,1.0,8788.0,AI,1581158592,1581199781,,,,,,,
261,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581187642,12600,116102,Shadegan,200,48.66,30.65,63.48,59.05,62.6,64.4,1015,67,9.17,290.0,49,1.0,7447.0,IR,1581132754,1581171991,,,,,,,
262,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581187642,-10800,3395497,Maracacume,200,-45.96,-2.04,75.36,82.56,75.36,75.36,1010,96,4.72,19.0,96,,,BR,1581153143,1581197021,1010.0,1005.0,,4.19,,,
263,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,,1581187642,36000,2094144,Kerema,200,145.78,-7.96,74.12,79.95,74.12,74.12,1008,94,5.32,336.0,100,,,PG,1581193143,1581237789,1008.0,998.0,,3.81,,,
264,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581187642,-10800,3421319,Nuuk,200,-51.72,64.18,14.0,-3.12,14.0,14.0,969,61,19.46,10.0,75,1.0,86.0,GL,1581162445,1581190485,,,,,,,
265,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187643,39600,2123100,Myaundzha,200,147.19,63.05,-23.98,-31.45,-23.98,-23.98,1030,99,0.94,310.0,100,,,RU,1581200616,1581229640,1030.0,909.0,,,,,
266,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187643,36000,2028164,Deputatsky,200,139.9,69.3,-44.48,-52.6,-44.48,-44.48,1024,100,1.77,107.0,84,,,RU,1581205282,1581228473,1024.0,963.0,,,,,
267,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187643,-14400,3646382,Carupano,200,-63.26,10.67,87.71,87.76,87.71,87.71,1014,40,5.95,42.0,0,,,VE,1581158124,1581200345,1014.0,994.0,,,,,
268,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187643,0,2415702,Siguiri,200,-9.5,11.67,90.68,82.63,90.68,90.68,1011,6,4.61,32.0,0,,,GN,1581145290,1581187373,1011.0,967.0,,,,,
269,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187643,10800,535839,Leshukonskoye,200,45.76,64.9,4.98,-4.25,4.98,4.98,1010,96,5.55,190.0,99,,,RU,1581139388,1581166749,1010.0,1001.0,,,,,
270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187621,-10800,3393536,Olinda,200,-34.86,-8.01,86.0,90.59,86.0,86.0,1011,70,10.29,120.0,40,1.0,8426.0,BR,1581150086,1581194750,,,,,,,
271,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187618,14400,286621,Salalah,200,54.09,17.02,75.2,76.71,75.2,75.2,1019,60,3.36,80.0,20,1.0,7562.0,OM,1581130398,1581171740,,,,,,,
272,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187643,36000,2093967,Kimbe,200,150.14,-5.55,76.59,85.44,76.59,76.59,1006,94,2.37,267.0,100,,,PG,1581192255,1581236585,1006.0,993.0,,1.75,,,
273,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187643,28800,1805270,Jishou,200,109.72,28.32,41.54,37.94,41.54,41.54,1033,89,1.95,157.0,83,,,CN,1581204269,1581243973,1033.0,963.0,,,,,
274,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187643,19800,1267390,Kavaratti,200,72.64,10.57,80.15,80.56,80.15,80.15,1014,68,11.59,11.0,0,,,IN,1581211894,1581254147,1014.0,1014.0,,,,,
275,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187643,7200,924491,Ntchisi,200,33.91,-13.53,68.74,74.23,68.74,68.74,1013,99,2.44,59.0,100,,,MW,1581133201,1581178625,1013.0,880.0,,0.62,,,
276,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187643,7200,172515,Abu Samrah,200,37.18,35.3,37.51,22.68,37.51,37.51,1018,46,17.22,309.0,80,,,SY,1581135931,1581174325,1018.0,971.0,,,,,
277,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187644,-21600,5044290,Saint Anthony,200,-93.22,45.02,13.57,3.4,10.0,17.6,1019,56,6.93,130.0,1,1.0,5829.0,US,1581168277,1581204574,,,,,,,
278,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,,1581187644,10800,583472,Alakurtti,200,30.35,66.97,23.0,16.47,23.0,23.0,999,94,3.0,233.0,75,3.0,2004408.0,RU,1581144019,1581169516,,,8.99,,,,
279,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,,1581187644,46800,2179103,Whitianga,200,175.7,-36.83,60.01,61.03,60.01,60.01,1020,84,1.01,204.0,38,3.0,2002961.0,NZ,1581183644,1581232927,,,5.99,,,,
280,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581187626,-10800,3430545,Moron,200,-58.62,-34.65,81.05,79.63,77.0,84.99,1015,57,11.41,130.0,4,1.0,8237.0,AR,1581153684,1581202558,,,,,,,
281,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187644,10800,629055,Disna,200,28.2,55.57,33.21,26.4,33.21,33.21,1022,96,5.77,274.0,99,,,BY,1581140886,1581173681,1022.0,1006.0,,,,,
282,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187644,10800,525426,Sobolevo,200,31.9,54.43,25.18,17.46,25.18,25.18,1024,87,5.17,229.0,99,,,RU,1581139768,1581173023,1024.0,998.0,,,,,
283,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581187644,-10800,3458266,Macae,200,-41.79,-22.37,86.45,87.85,82.4,89.6,1011,59,11.41,100.0,20,1.0,8407.0,BR,1581150724,1581197439,,,,,,,
284,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581187603,-10800,3844421,Mendoza,200,-68.83,-32.89,78.8,79.21,78.8,78.8,1017,61,8.05,90.0,75,1.0,8238.0,AR,1581156310,1581204833,,,,,,,
285,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187644,18000,162158,Baharly,200,57.43,38.44,62.71,53.44,62.71,62.71,1003,30,9.82,299.0,32,,,TM,1581131389,1581169146,1003.0,990.0,,,,,
286,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,11265.0,1581187644,-18000,3526756,Isla Mujeres,200,-86.73,21.23,82.18,86.52,82.0,82.4,1020,78,10.29,70.0,75,1.0,7177.0,MX,1581164487,1581205248,,,,,,,
287,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581187644,-10800,3466980,Caravelas,200,-39.25,-17.71,81.01,85.41,81.01,81.01,1012,72,6.78,73.0,100,,,BR,1581150466,1581196478,1012.0,1012.0,,,,,
288,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187645,28800,1792592,Tongren,200,109.19,27.72,40.73,37.17,40.73,40.73,1033,93,2.01,359.0,99,,,CN,1581204347,1581244149,1033.0,962.0,,0.13,,,
289,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,,1581187645,46800,2180815,Tuatapere,200,167.68,-46.13,52.0,43.72,52.0,52.0,1022,94,15.01,225.0,48,3.0,2008959.0,NZ,1581184417,1581236003,,,25.01,,,,
290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187645,28800,1279945,Jiuquan,200,98.52,39.74,23.0,15.39,23.0,23.0,1039,26,1.9,162.0,0,,,CN,1581208009,1581245610,1039.0,793.0,,,,,
291,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187502,-14400,3500957,La Romana,200,-68.97,18.43,85.55,87.28,82.4,87.8,1018,62,11.41,90.0,40,1.0,7055.0,DO,1581160025,1581201185,,,,,,,
292,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187645,39600,2121025,Srednekolymsk,200,153.68,67.45,-35.66,-44.01,-35.66,-35.66,1031,90,2.28,81.0,2,,,RU,1581200909,1581226231,1031.0,1026.0,,,,,
293,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,7000.0,1581187645,0,2381334,Atar,200,-13.05,20.52,87.8,74.46,87.8,87.8,1019,11,16.11,40.0,68,1.0,2434.0,MR,1581146758,1581187609,,,,,,,
294,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581187645,0,2641434,Northam,200,-4.22,51.03,48.78,34.23,46.99,50.0,1013,81,23.04,190.0,40,1.0,1472.0,GB,1581147813,1581182316,,,,,,,
295,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187645,39600,2157698,Mildura,200,142.15,-34.2,66.2,65.32,66.2,66.2,1014,93,10.29,110.0,90,1.0,9550.0,AU,1581191971,1581240704,,,,,,,
296,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187645,43200,2126682,Bilibino,200,166.44,68.05,-23.48,-31.83,-23.48,-23.48,1034,78,2.44,67.0,78,,,RU,1581198179,1581222837,1034.0,973.0,,,,,
297,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187645,18000,516588,Nyrob,200,56.72,60.73,-9.29,-17.5,-9.29,-9.29,1013,98,2.8,308.0,46,,,RU,1581135324,1581165553,1013.0,993.0,,,,,
298,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187645,3600,785669,Sopotnica,200,21.16,41.29,28.4,22.41,28.4,28.4,1028,79,2.24,330.0,0,1.0,7013.0,MK,1581140399,1581177547,,,,,,,
299,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187645,36000,2018553,Olga,200,135.29,43.74,11.52,-7.26,11.52,11.52,1025,64,22.28,324.0,0,,,RU,1581199646,1581236322,1025.0,1024.0,,,,,
300,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187645,28800,1788852,Xining,200,101.77,36.62,18.82,12.61,18.82,18.82,1033,69,0.81,166.0,100,,,CN,1581206911,1581245147,1033.0,767.0,,,,,
301,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187646,7200,699706,Novooleksiyivka,200,34.64,46.23,26.76,10.89,26.76,26.76,1026,65,18.79,353.0,100,,,UA,1581137779,1581173696,1026.0,1026.0,,,,,
302,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187646,36000,2158767,Mareeba,200,145.43,-17.0,78.28,86.05,78.01,78.8,1004,83,2.24,140.0,71,1.0,9490.0,AU,1581192608,1581238492,,,,,,,
303,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581187646,-14400,3451051,Rio Verde de Mato Grosso,200,-54.84,-18.92,86.07,91.56,86.07,86.07,1005,61,4.74,273.0,30,,,BR,1581154120,1581200307,1005.0,958.0,,0.75,,,
304,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581187646,-10800,3388926,Sao Caetano de Odivelas,200,-48.02,-0.75,73.33,79.84,73.33,73.33,1011,98,4.54,50.0,100,,,BR,1581153722,1581197432,1011.0,1007.0,,4.88,,,
305,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,8000.0,1581187646,25200,1611197,Chiang Khong,200,100.4,20.26,67.1,71.1,66.2,68.0,1017,93,2.3,22.0,36,1.0,9256.0,TH,1581205893,1581246823,,,,,,,
306,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581187646,-18000,3665210,Rodrigues Alves,200,-72.65,-7.74,91.4,98.49,91.4,91.4,1011,59,5.82,360.0,75,1.0,8353.0,BR,1581159175,1581203801,,,,,,,
307,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581187646,-10800,3395458,Maragogi,200,-35.22,-9.01,81.95,84.65,81.95,81.95,1011,73,11.01,98.0,56,,,BR,1581150106,1581194904,1011.0,1011.0,,,,,
308,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,16093.0,1581187646,-28800,5742974,North Bend,200,-124.22,43.41,45.23,36.18,43.0,46.4,1027,75,11.41,290.0,90,1.0,5239.0,US,1581175509,1581212222,,,,,,,
309,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581187646,0,2514651,Los Llanos de Aridane,200,-17.92,28.66,63.39,55.62,60.01,66.2,1028,72,16.11,30.0,20,1.0,2377.0,ES,1581148557,1581188148,,,,,,,
310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,,1581187646,39600,2168943,Devonport,200,146.35,-41.17,53.01,43.57,53.01,53.01,1027,86,16.4,124.0,2,3.0,2005415.0,AU,1581190201,1581240458,,,,,,,
311,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,,1581187646,7200,589796,Orissaare,200,23.08,58.56,36.91,28.02,35.01,37.99,1018,93,10.29,230.0,90,1.0,1328.0,EE,1581142797,1581174227,,,,,,,
312,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,,1581187647,28800,1805518,Jining,200,116.58,35.41,42.01,36.66,42.01,42.01,1018,45,1.01,180.0,0,3.0,62766.0,CN,1581203243,1581241706,,,4.0,,,,
313,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187647,-10800,3465769,Conceicao da Barra,200,-39.73,-18.59,81.16,85.19,81.16,81.16,1012,69,6.4,113.0,27,,,BR,1581150516,1581196658,1012.0,1012.0,,,,,
314,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187647,0,2276492,Harper,200,-7.72,4.38,82.35,88.09,82.35,82.35,1010,75,6.76,204.0,33,,,LR,1581144383,1581187426,1010.0,1007.0,,0.25,,,
315,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187647,21600,1496633,Novovarshavka,200,74.69,54.17,34.74,24.15,34.74,34.74,1001,97,12.97,231.0,100,,,RU,1581215745,1581249312,1001.0,988.0,,,,,
316,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187587,3600,3109718,Santander,200,-3.8,43.46,51.53,47.77,50.0,53.01,1025,87,5.82,140.0,20,1.0,6441.0,ES,1581146640,1581183287,,,,,,,
317,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187628,-10800,3450083,Santa Maria,200,-53.81,-29.68,93.2,99.09,93.2,93.2,1007,52,5.82,190.0,40,1.0,8430.0,BR,1581153001,1581200932,,,,,,,
318,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187647,28800,1807553,Dingcheng,200,115.04,32.13,41.59,37.09,41.59,41.59,1033,78,2.55,198.0,0,,,CN,1581203313,1581242375,1033.0,1024.0,,,,,
319,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187634,-10800,3466165,Cidreira,200,-50.21,-30.18,78.12,77.83,78.12,78.12,1009,86,17.45,47.0,30,,,BR,1581152091,1581200114,1009.0,1009.0,,,,,
320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187647,43200,2120591,Tilichiki,200,166.1,60.47,-31.94,-44.05,-31.94,-31.94,1024,87,8.99,3.0,0,,,RU,1581195289,1581225890,1024.0,1009.0,,,,,
321,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,,1581187647,-12600,5905393,Bonavista,200,-53.11,48.65,28.0,8.44,28.0,28.0,992,74,25.99,278.0,86,3.0,2011050.0,CA,1581159160,1581194436,,,35.01,,0.81,,
322,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187647,3600,2425791,Kibala,200,18.35,9.11,89.6,85.66,89.6,89.6,1010,22,5.21,22.0,16,1.0,2216.0,TD,1581138436,1581180858,,,,,,,
323,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581187647,0,2521570,Arrecife,200,-13.55,28.96,67.23,57.49,66.2,68.0,1027,68,20.8,10.0,40,1.0,2379.0,ES,1581147533,1581187074,,,,,,,
324,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581187647,39600,2136825,Isangel,200,169.27,-19.55,80.13,80.65,80.13,80.13,1005,87,18.41,90.0,87,,,VU,1581186699,1581232958,1005.0,996.0,,0.94,,,
325,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187647,10800,341397,Bure,200,37.07,10.7,72.59,67.39,72.59,72.59,1015,34,6.24,2.0,32,,,ET,1581134050,1581176259,1015.0,824.0,,,,,
326,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187648,25200,1511094,Bagan,200,77.66,54.1,34.05,23.59,34.05,34.05,1002,98,12.64,213.0,100,,,RU,1581215020,1581248611,1002.0,989.0,,,,,
327,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,,1581187648,28800,1529376,Korla,200,86.15,41.76,35.01,28.78,35.01,35.01,996,65,3.0,305.0,0,3.0,2002074.0,CN,1581211197,1581248359,,,7.0,,,,
328,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187648,28800,1804162,Lengshuitan,200,111.6,26.41,44.26,40.41,44.26,44.26,1032,89,3.33,346.0,100,,,CN,1581203665,1581243674,1032.0,1007.0,,0.81,,,
329,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581187648,-14400,3456137,Nova Olimpia,200,-57.29,-14.8,83.28,91.94,83.28,83.28,1007,82,5.37,262.0,84,,,BR,1581155006,1581200598,1007.0,983.0,,4.06,,,
330,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187648,10800,546105,Nikolskoye,200,30.79,59.7,28.44,20.34,28.0,28.99,1018,92,6.71,220.0,90,1.0,8926.0,RU,1581141246,1581172077,,,,,,,
331,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187648,-10800,3835869,Santiago del Estero,200,-64.26,-27.8,87.46,90.48,87.46,87.46,1011,53,6.6,138.0,50,,,AR,1581155675,1581203274,1011.0,977.0,,,,,
332,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187648,-14400,3374083,Bathsheba,200,-59.52,13.22,84.2,79.36,84.2,84.2,1014,62,21.92,100.0,40,1.0,8772.0,BB,1581157397,1581199277,,,,,,,
333,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187593,39600,2165798,Geelong,200,144.36,-38.15,65.93,57.6,62.01,69.01,1019,82,20.8,100.0,100,1.0,9541.0,AU,1581191028,1581240586,,,,,,,
334,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187648,3600,3105522,Bereda,200,-7.54,43.27,49.41,43.36,46.0,53.01,1024,71,6.93,210.0,20,1.0,6403.0,ES,1581147513,1581184209,,,,,,,
335,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187391,39600,2145554,Ulladulla,200,150.47,-35.35,66.96,62.15,66.2,68.0,1017,100,19.46,120.0,90,1.0,9594.0,AU,1581189857,1581238824,,,,,,,
336,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187648,34200,6355222,Yulara,200,130.99,-25.24,86.0,79.29,86.0,86.0,1009,20,8.05,110.0,0,1.0,9487.0,AU,1581195449,1581242583,,,,,,,
337,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187649,-21600,3587498,Acajutla,200,-89.83,13.59,81.25,84.61,81.25,81.25,1014,73,9.19,188.0,0,,,SV,1581164695,1581206528,1014.0,1013.0,,,,,
338,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187649,28800,2036418,Jishu,200,126.8,44.32,-2.31,-12.75,-2.31,-2.31,1029,79,6.87,173.0,2,,,CN,1581201753,1581238291,1029.0,996.0,,,,,
339,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581187649,-10800,3899695,Ancud,200,-73.82,-41.87,71.6,66.6,71.6,71.6,1019,43,8.05,150.0,0,1.0,8512.0,CL,1581156525,1581207013,,,,,,,
340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187649,-10800,3893726,Constitucion,200,-72.42,-35.33,72.43,66.15,72.43,72.43,1012,36,8.66,241.0,0,,,CL,1581156929,1581205937,1012.0,996.0,,,,,
341,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,19312.0,1581187649,-21600,5916706,Carberry,200,-99.36,49.87,15.8,8.04,15.8,15.8,1011,72,3.36,80.0,90,1.0,750.0,CA,1581170434,1581205364,,,,,,,
342,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187649,-10800,3435261,Concordia,200,-58.02,-31.39,82.22,83.68,82.0,82.4,1011,74,13.87,180.0,40,1.0,8703.0,AR,1581153856,1581202098,,,,,,,
343,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,24140.0,1581187632,-18000,5959878,Gaspe,200,-64.48,48.83,17.6,3.61,17.6,17.6,1005,52,13.87,280.0,75,1.0,807.0,CA,1581161913,1581197142,,,23.04,,,,
344,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,24140.0,1581187649,-21600,4004293,Ixtapa,200,-105.2,20.7,79.57,78.03,77.0,82.0,1016,53,9.17,30.0,40,1.0,7156.0,MX,1581168880,1581209721,,,,,,,
345,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581187649,-10800,3832899,Viedma,200,-63.0,-40.81,68.05,60.49,68.05,68.05,1023,50,12.95,136.0,16,,,AR,1581154056,1581204288,1023.0,1020.0,,,,,
346,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187649,18000,1489853,Tazovsky,200,78.7,67.47,-10.95,-22.04,-10.95,-10.95,1001,94,7.78,219.0,98,,,RU,1581132707,1581157618,1001.0,999.0,,,,,
347,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581187649,-18000,3489005,Port Antonio,200,-76.46,18.18,84.49,82.42,82.99,86.0,1017,62,17.22,140.0,20,1.0,7105.0,JM,1581161804,1581203001,,,,,,,
348,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581187649,-10800,3402648,Carutapera,200,-46.02,-1.2,78.62,76.53,78.62,78.62,1010,81,19.39,36.0,100,,,BR,1581153212,1581196981,1010.0,1010.0,,3.13,,,
349,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187650,18000,1491230,Sovetskiy,200,63.58,61.36,-7.67,-16.44,-7.67,-7.67,1009,91,3.78,326.0,5,,,RU,1581133868,1581163715,1009.0,992.0,,,,,
